Benchmark,dotnet_core,mono_interpreter,mono_jit
MicroBenchmarks.Serializers.Json_FromStream<CollectionsOfPrimitives>.DataContractJsonSerializer_,1.00,47.90,1.63,
MicroBenchmarks.Serializers.Binary_FromStream<MyEventsListerViewModel>.BinaryFormatter_,1.00,30.77,3.33,
MicroBenchmarks.Serializers.Binary_FromStream<MyEventsListerViewModel>.ProtoBuffNet,1.00,55.56,2.06,
MicroBenchmarks.Serializers.Binary_FromStream<MyEventsListerViewModel>.MessagePack_,1.00,32.20,2.26,
BenchmarksGame.BinaryTrees_2.RunBench,1.00,15.57,1.71,
System.Collections.IndexerSet<Int32>.Array(Size: 512),1.00,38.16,2.41,
System.Collections.IndexerSet<Int32>.Span(Size: 512),1.00,33.46,3.23,
System.Collections.IndexerSet<Int32>.List(Size: 512),1.00,29.34,2.59,
System.Collections.IndexerSet<Int32>.IList(Size: 512),1.00,16.44,1.50,
System.Collections.IndexerSet<Int32>.Dictionary(Size: 512),1.00,44.44,2.15,
System.Collections.IndexerSet<Int32>.SortedList(Size: 512),1.00,28.92,1.81,
System.Collections.IndexerSet<Int32>.SortedDictionary(Size: 512),1.00,16.07,1.09,
System.Collections.IndexerSet<Int32>.ConcurrentDictionary(Size: 512),1.00,17.78,1.71,
System.Tests.Perf_HashCode.Add,1.00,30.27,1.37,
System.Tests.Perf_HashCode.Combine_1,1.00,20.10,1.45,
System.Tests.Perf_HashCode.Combine_2,1.00,28.23,1.56,
System.Tests.Perf_HashCode.Combine_3,1.00,30.58,1.60,
System.Tests.Perf_HashCode.Combine_4,1.00,46.16,1.81,
System.Tests.Perf_HashCode.Combine_5,1.00,42.55,1.69,
System.Tests.Perf_HashCode.Combine_6,1.00,40.55,1.56,
System.Tests.Perf_HashCode.Combine_7,1.00,40.92,1.44,
System.Tests.Perf_HashCode.Combine_8,1.00,42.02,1.53,
System.Tests.Perf_Lazy.ValueFromAlreadyInitialized,SMALL,SMALL,SMALL,
System.Threading.Tasks.Tests.Perf_AsyncMethods.EmptyAsyncMethodInvocation,1.00,47.88,1.78,
System.Threading.Tasks.Tests.Perf_AsyncMethods.SingleYieldMethodInvocation,1.00,16.07,1.45,
System.Threading.Tasks.Tests.Perf_AsyncMethods.Yield,1.00,17.98,1.29,
System.Perf_Convert.GetTypeCode,SMALL,SMALL,SMALL,
System.Perf_Convert.ChangeType,1.00,16.76,1.21,
System.Perf_Convert.FromBase64String,1.00,71.32,1.57,
System.Perf_Convert.FromBase64Chars,1.00,71.52,1.63,
System.Perf_Convert.ToBase64CharArray(binaryDataSize: 1024; formattingOptions: None),1.00,29.40,1.91,
System.Perf_Convert.ToBase64CharArray(binaryDataSize: 1024; formattingOptions: InsertLineBreaks),1.00,31.84,1.94,
System.Perf_Convert.ToDateTime_String(value: "12/12/1999"),1.00,42.05,1.96,
System.Perf_Convert.ToDateTime_String(value: "12/12/1999 11:59:59 PM"),1.00,48.19,2.44,
System.Perf_Convert.ToDateTime_String(value: "February 26; 2009"),1.00,50.29,2.60,
System.Perf_Convert.ToDateTime_String(value: "Fri; 27 Feb 2009 03:11:21 GMT"),1.00,43.34,2.87,
System.Perf_Convert.ToBase64String(formattingOptions: None),1.00,26.48,1.88,
System.Perf_Convert.ToBase64String(formattingOptions: InsertLineBreaks),1.00,26.67,1.88,
System.Perf_Convert.ToDateTime_String(value: "Thursday; February 26; 2009"),1.00,48.44,2.85,
System.Tests.Perf_Enum.HasFlag,SMALL,SMALL,SMALL,
System.Tests.Perf_Enum.Compare,SMALL,SMALL,SMALL,
System.Tests.Perf_Enum.Parse(text: "Red"),1.00,23.75,2.97,
System.Tests.Perf_Enum.TryParseGeneric(text: "Red"),1.00,41.59,3.71,
System.Tests.Perf_Enum.Parse(text: "Red; Orange; Yellow; Green; Blue"),1.00,62.32,3.96,
System.Tests.Perf_Enum.TryParseGeneric(text: "Red; Orange; Yellow; Green; Blue"),1.00,82.86,4.68,
System.Tests.Perf_Enum.EnumToString(value: Yellow),1.00,16.76,2.49,
Benchstone.BenchF.DMath.Test,1.00,18.49,2.59,
System.Collections.CopyTo<String>.Array(Size: 2048),1.00,4.25,3.33,
System.Collections.CopyTo<String>.Span(Size: 2048),1.00,4.88,3.36,
System.Collections.CopyTo<String>.ReadOnlySpan(Size: 2048),1.00,4.91,3.41,
System.Collections.CopyTo<String>.Memory(Size: 2048),1.00,5.43,3.27,
System.Collections.CopyTo<String>.ReadOnlyMemory(Size: 2048),1.00,4.62,2.81,
System.Collections.CopyTo<String>.List(Size: 2048),1.00,3.62,3.05,
System.Collections.CopyTo<String>.ImmutableArray(Size: 2048),1.00,4.24,3.64,
MicroBenchmarks.Serializers.Json_ToString<CollectionsOfPrimitives>.Jil_,1.00,30.94,2.09,
MicroBenchmarks.Serializers.Json_ToString<CollectionsOfPrimitives>.JsonNet_,1.00,17.38,2.01,
MicroBenchmarks.Serializers.Json_ToString<CollectionsOfPrimitives>.Utf8Json_,1.00,24.95,2.34,
System.Collections.CreateAddAndRemove<Int32>.List(Size: 512),1.00,17.87,2.23,
System.Collections.CreateAddAndRemove<Int32>.LinkedList(Size: 512),1.00,19.09,1.31,
System.Collections.CreateAddAndRemove<Int32>.HashSet(Size: 512),1.00,21.26,2.34,
System.Collections.CreateAddAndRemove<Int32>.Dictionary(Size: 512),1.00,25.52,2.32,
System.Collections.CreateAddAndRemove<Int32>.SortedList(Size: 512),1.00,17.50,1.91,
System.Collections.CreateAddAndRemove<Int32>.SortedSet(Size: 512),1.00,16.77,1.34,
System.Collections.CreateAddAndRemove<Int32>.SortedDictionary(Size: 512),1.00,14.83,1.24,
System.Collections.CreateAddAndRemove<Int32>.Stack(Size: 512),1.00,23.52,2.23,
System.Collections.CreateAddAndRemove<Int32>.Queue(Size: 512),1.00,24.49,2.20,
System.Net.Sockets.Tests.SocketSendReceivePerfTest.SendAsyncThenReceiveAsync_Task,1.00,1.38,1.00,
System.Net.Sockets.Tests.SocketSendReceivePerfTest.ReceiveAsyncThenSendAsync_Task,1.00,4.67,1.02,
System.Net.Sockets.Tests.SocketSendReceivePerfTest.SendAsyncThenReceiveAsync_SocketAsyncEventArgs,1.00,1.17,0.99,
System.Net.Sockets.Tests.SocketSendReceivePerfTest.ReceiveAsyncThenSendAsync_SocketAsyncEventArgs,1.00,4.13,1.02,
System.Text.Json.Serialization.Tests.ReadJson<BinaryData>.DeserializeFromString,1.00,433.18,11.65,
System.Text.Json.Serialization.Tests.ReadJson<BinaryData>.DeserializeFromUtf8Bytes,1.00,433.11,5.15,
System.Text.Json.Serialization.Tests.ReadJson<BinaryData>.DeserializeFromStream,1.00,279.99,4.14,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,40.54,1.34,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,18.05,1.19,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,37.84,1.36,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,18.79,1.11,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,21.28,0.87,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,20.44,3.24,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,20.16,2.69,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,19.42,1.25,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,23.99,1.23,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,9.32,1.15,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,25.56,1.32,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,14.31,1.33,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,21.69,1.29,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,9.21,1.26,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,19.84,1.65,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,36.76,2.70,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,21.25,2.41,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,29.78,3.61,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,23.87,2.20,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,12.99,1.52,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,19.37,1.81,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,31.25,3.13,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,22.37,2.50,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,15.51,1.67,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,24.00,2.07,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,30.99,2.83,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,19.41,2.04,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,15.93,1.53,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,23.11,1.64,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,29.27,2.87,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,19.20,2.03,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,16.29,1.95,
MicroBenchmarks.Serializers.Json_ToStream<CollectionsOfPrimitives>.Jil_,1.00,53.56,3.21,
MicroBenchmarks.Serializers.Json_ToStream<CollectionsOfPrimitives>.JsonNet_,1.00,31.05,2.66,
MicroBenchmarks.Serializers.Json_ToStream<CollectionsOfPrimitives>.Utf8Json_,1.00,15.44,1.35,
MicroBenchmarks.Serializers.Json_ToStream<CollectionsOfPrimitives>.DataContractJsonSerializer_,1.00,44.56,2.01,
Benchstone.BenchF.BenchMrk.Test,1.00,29.97,2.32,
Benchstone.BenchI.Array1.Test,1.00,4.50,1.23,
BenchmarksGame.Fasta_2.RunBench,1.00,8.50,1.41,
BenchmarksGame.Mandelbrot_2.Bench(width: 4000; checksum: "C7-E6-66-43-66-73-F8-A8-D3-B4-D7-97-2F-FC-...,1.00,8.26,1.72,
System.MathBenchmarks.Double.Abs,1.00,9.82,2.23,
System.MathBenchmarks.Double.Acos,1.00,2.29,1.42,
System.MathBenchmarks.Double.Acosh,1.00,1.96,1.34,
System.MathBenchmarks.Double.Asin,1.00,1.91,1.26,
System.MathBenchmarks.Double.Asinh,1.00,1.32,1.13,
System.MathBenchmarks.Double.Atan2,1.00,107.24,1.72,
System.MathBenchmarks.Double.Atan,1.00,2.76,1.64,
System.MathBenchmarks.Double.Atanh,1.00,1.67,1.31,
System.MathBenchmarks.Double.Cbrt,1.00,3.30,1.91,
System.MathBenchmarks.Double.Ceiling,1.00,331.13,4.52,
System.MathBenchmarks.Double.Cos,1.00,2.85,1.84,
System.MathBenchmarks.Double.Cosh,1.00,2.48,1.53,
System.MathBenchmarks.Double.Exp,1.00,50.53,1.19,
System.MathBenchmarks.Double.Floor,1.00,330.08,4.52,
System.MathBenchmarks.Double.FusedMultiplyAdd,1.00,521.85,6.22,
System.MathBenchmarks.Double.ILogB,1.00,153.90,2.04,
System.MathBenchmarks.Double.Log10,1.00,76.82,1.80,
System.MathBenchmarks.Double.Log2,1.00,80.78,1.91,
System.MathBenchmarks.Double.Log,1.00,75.33,1.75,
System.MathBenchmarks.Double.Pow,1.00,25.94,1.31,
System.MathBenchmarks.Double.Round,1.00,56.53,5.18,
System.MathBenchmarks.Double.ScaleB,1.00,128.46,1.83,
System.MathBenchmarks.Double.Sin,1.00,2.88,1.85,
System.MathBenchmarks.Double.Sinh,1.00,2.59,1.59,
System.MathBenchmarks.Double.Sqrt,1.00,7.51,1.75,
System.MathBenchmarks.Double.Tan,1.00,2.55,1.77,
System.MathBenchmarks.Double.Tanh,1.00,2.80,1.64,
System.Runtime.InteropServices.Tests.SafeHandleTests.AddRef_GetHandle_Release,1.00,23.40,1.15,
System.Collections.Concurrent.IsEmpty<Int32>.Dictionary(Size: 0),1.00,24.87,2.71,
System.Collections.Concurrent.IsEmpty<Int32>.Queue(Size: 0),1.00,18.62,1.79,
System.Collections.Concurrent.IsEmpty<Int32>.Stack(Size: 0),SMALL,SMALL,SMALL,
System.Collections.Concurrent.IsEmpty<Int32>.Bag(Size: 0),1.00,6.14,0.76,
System.Collections.Concurrent.IsEmpty<Int32>.Dictionary(Size: 512),SMALL,SMALL,SMALL,
System.Collections.Concurrent.IsEmpty<Int32>.Queue(Size: 512),SMALL,SMALL,SMALL,
System.Collections.Concurrent.IsEmpty<Int32>.Stack(Size: 512),SMALL,SMALL,SMALL,
System.Collections.Concurrent.IsEmpty<Int32>.Bag(Size: 512),1.00,7.83,1.01,
System.Collections.Concurrent.Count<Int32>.Dictionary(Size: 512),1.00,20.95,2.47,
System.Collections.Concurrent.Count<Int32>.Queue(Size: 512),SMALL,SMALL,SMALL,
System.Collections.Concurrent.Count<Int32>.Queue_EnqueueCountDequeue(Size: 512),1.00,17.34,1.34,
System.Collections.Concurrent.Count<Int32>.Stack(Size: 512),1.00,4.58,1.01,
System.Collections.Concurrent.Count<Int32>.Bag(Size: 512),1.00,20.06,2.82,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (; IgnoreCase)),1.00,1.87,1.19,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (; IgnoreCase)),1.00,1.10,1.04,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (; Ignore...,1.00,15.11,3.97,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (; None)),1.00,1.88,1.18,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (; None)),1.00,1.10,1.04,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (; None)),1.00,14.45,3.92,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; IgnoreCase)),1.00,1.87,1.19,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (en-US; IgnoreCas...,1.00,1.10,1.04,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (en-US; I...,1.00,14.49,3.97,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; IgnoreNonSpace)...,1.00,1.86,1.19,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (en-US; IgnoreNon...,1.00,1.38,1.10,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (en-US; I...,1.00,14.69,3.99,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; IgnoreSymbols)),1.00,1.87,1.18,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (en-US; IgnoreSym...,1.00,1.07,1.02,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (en-US; I...,1.00,1.04,1.01,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; None)),1.00,1.87,1.19,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (en-US; None)),1.00,1.10,1.04,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (en-US; N...,1.00,13.86,3.73,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; Ordinal)),1.00,31.37,2.84,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (en-US; Ordinal)),1.00,22.76,1.64,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (en-US; O...,1.00,15.28,1.42,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; OrdinalIgnoreCa...,1.00,168.21,2.32,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (en-US; OrdinalIg...,1.00,148.34,2.32,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (en-US; O...,1.00,13.24,1.12,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (pl-PL; None)),1.00,1.88,1.18,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (pl-PL; None)),1.00,1.02,1.01,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (pl-PL; N...,1.00,14.83,3.96,
Inlining.InlineGCStruct.WithFormat,SMALL,SMALL,SMALL,
Inlining.InlineGCStruct.WithoutFormat,SMALL,SMALL,SMALL,
System.Xml.Linq.Perf_XElementList.Enumerator,1.00,10.11,0.76,
System.Threading.Tests.Perf_CancellationToken.RegisterAndUnregister_Serial,1.00,29.73,1.45,
System.Threading.Tests.Perf_CancellationToken.RegisterAndUnregister_Parallel,1.00,24.98,4.34,
System.Threading.Tests.Perf_CancellationToken.Cancel,1.00,23.51,1.46,
System.Threading.Tests.Perf_CancellationToken.CreateLinkedTokenSource1,1.00,25.37,2.99,
System.Threading.Tests.Perf_CancellationToken.CreateLinkedTokenSource2,1.00,24.77,2.32,
System.Threading.Tests.Perf_CancellationToken.CreateLinkedTokenSource3,1.00,22.60,1.96,
System.Threading.Tests.Perf_CancellationToken.CancelAfter,1.00,16.52,2.53,
System.Threading.Tests.Perf_ThreadStatic.GetThreadStatic,SMALL,SMALL,SMALL,
System.Threading.Tests.Perf_ThreadStatic.SetThreadStatic,1.00,1.22,0.06,
Benchstone.BenchI.TreeInsert.Test,1.00,8.18,1.59,
BenchmarksGame.KNucleotide_1.RunBench,1.00,17.67,1.26,
System.Tests.Perf_UInt32.ToString(value: 0),SMALL,SMALL,SMALL,
System.Tests.Perf_UInt32.TryFormat(value: 0),1.00,20.97,1.81,
System.Tests.Perf_UInt32.ParseSpan(value: "0"),1.00,15.36,1.17,
System.Tests.Perf_UInt32.Parse(value: "0"),1.00,17.67,1.35,
System.Tests.Perf_UInt32.TryParse(value: "0"),1.00,18.77,1.50,
System.Tests.Perf_UInt32.TryParseHex(value: "0"),1.00,31.29,2.57,
System.Tests.Perf_UInt32.ToString(value: 12345),1.00,26.56,1.50,
System.Tests.Perf_UInt32.TryFormat(value: 12345),1.00,21.33,2.89,
System.Tests.Perf_UInt32.ParseSpan(value: "12345"),1.00,17.39,1.37,
System.Tests.Perf_UInt32.Parse(value: "12345"),1.00,21.27,1.53,
System.Tests.Perf_UInt32.TryParse(value: "12345"),1.00,23.07,1.84,
System.Tests.Perf_UInt32.TryParseHex(value: "3039"),1.00,31.16,2.50,
System.Tests.Perf_UInt32.ToString(value: 4294967295),1.00,23.96,1.50,
System.Tests.Perf_UInt32.TryFormat(value: 4294967295),1.00,20.62,3.56,
System.Tests.Perf_UInt32.ParseSpan(value: "4294967295"),1.00,16.97,1.39,
System.Tests.Perf_UInt32.Parse(value: "4294967295"),1.00,19.07,1.51,
System.Tests.Perf_UInt32.TryParse(value: "4294967295"),1.00,20.67,1.72,
System.Tests.Perf_UInt32.TryParseHex(value: "FFFFFFFF"),1.00,30.17,2.45,
Benchstone.BenchI.BubbleSort2.Test,1.00,15.93,1.91,
System.Text.Json.Serialization.Tests.ReadJson<ImmutableDictionary<String; String>>.DeserializeFromSt...,1.00,43.42,2.35,
System.Text.Json.Serialization.Tests.ReadJson<ImmutableDictionary<String; String>>.DeserializeFromUt...,1.00,38.30,2.01,
System.Text.Json.Serialization.Tests.ReadJson<ImmutableDictionary<String; String>>.DeserializeFromSt...,1.00,37.45,1.91,
MicroBenchmarks.Serializers.Json_FromString<Location>.Jil_,1.00,21.45,1.41,
MicroBenchmarks.Serializers.Json_FromString<Location>.JsonNet_,1.00,37.86,1.61,
MicroBenchmarks.Serializers.Json_FromString<Location>.Utf8Json_,1.00,47.33,2.72,
MicroBenchmarks.Serializers.Xml_FromStream<XmlElement>.XmlSerializer_,1.00,37.71,2.33,
MicroBenchmarks.Serializers.Xml_FromStream<XmlElement>.DataContractSerializer_,1.00,30.58,1.79,
System.Memory.MemoryMarshal<Int32>.GetReference,SMALL,SMALL,SMALL,
System.Memory.MemoryMarshal<Int32>.AsBytes,SMALL,SMALL,SMALL,
System.Memory.MemoryMarshal<Int32>.CastToByte,SMALL,SMALL,SMALL,
System.Memory.MemoryMarshal<Int32>.CastToInt,SMALL,SMALL,SMALL,
System.Memory.MemoryMarshal<Int32>.TryGetArray,SMALL,SMALL,SMALL,
System.Memory.MemoryMarshal<Int32>.Read,SMALL,SMALL,SMALL,
PerfLabTests.GetMember.GetField,1.00,98.77,46.09,
PerfLabTests.GetMember.GetMethod1,1.00,74.91,41.13,
PerfLabTests.GetMember.GetMethod2,1.00,75.32,41.05,
PerfLabTests.GetMember.GetMethod3,1.00,75.81,41.06,
PerfLabTests.GetMember.GetMethod4,1.00,76.55,40.32,
PerfLabTests.GetMember.GetMethod5,1.00,74.73,40.84,
PerfLabTests.GetMember.GetMethod10,1.00,74.71,40.33,
PerfLabTests.GetMember.GetMethod12,1.00,74.89,40.47,
PerfLabTests.GetMember.GetMethod15,1.00,75.20,40.57,
PerfLabTests.GetMember.GetMethod20,1.00,76.09,40.38,
System.Text.Json.Serialization.Tests.WriteJson<Dictionary<String; String>>.SerializeToString,1.00,99.64,9.07,
System.Text.Json.Serialization.Tests.WriteJson<Dictionary<String; String>>.SerializeToUtf8Bytes,1.00,78.24,6.91,
System.Text.Json.Serialization.Tests.WriteJson<Dictionary<String; String>>.SerializeToStream,1.00,75.08,6.64,
System.Text.Json.Serialization.Tests.WriteJson<Dictionary<String; String>>.SerializeObjectProperty,1.00,134.21,10.03,
Benchstone.BenchF.NewtE.Test,1.00,56.46,1.69,
SciMark2.kernel.benchFFT,1.00,23.50,2.65,
SciMark2.kernel.benchSOR,1.00,5.18,1.05,
SciMark2.kernel.benchMonteCarlo,1.00,7.42,1.13,
SciMark2.kernel.benchSparseMult,1.00,12.53,1.49,
SciMark2.kernel.benchmarkLU,1.00,15.44,1.67,
System.Collections.Concurrent.IsEmpty<String>.Dictionary(Size: 0),1.00,24.96,2.75,
System.Collections.Concurrent.IsEmpty<String>.Queue(Size: 0),1.00,16.51,1.76,
System.Collections.Concurrent.IsEmpty<String>.Stack(Size: 0),SMALL,SMALL,SMALL,
System.Collections.Concurrent.IsEmpty<String>.Bag(Size: 0),1.00,7.83,1.20,
System.Collections.Concurrent.IsEmpty<String>.Dictionary(Size: 512),SMALL,SMALL,SMALL,
System.Collections.Concurrent.IsEmpty<String>.Queue(Size: 512),1.00,14.56,1.32,
System.Collections.Concurrent.IsEmpty<String>.Stack(Size: 512),SMALL,SMALL,SMALL,
System.Collections.Concurrent.IsEmpty<String>.Bag(Size: 512),1.00,8.06,1.22,
System.Runtime.Serialization.Formatters.Tests.Perf_BinaryFormatter.DeserializeLargeList,1.00,24.00,2.35,
Benchstone.BenchI.LogicArray.Test,1.00,13.43,1.46,
System.Collections.Concurrent.AddRemoveFromSameThreads<String>.ConcurrentBag(Size: 2000000),1.00,8.74,1.37,
System.Collections.Concurrent.AddRemoveFromSameThreads<String>.ConcurrentStack(Size: 2000000),1.00,8.57,0.98,
System.Collections.Concurrent.AddRemoveFromSameThreads<String>.ConcurrentQueue(Size: 2000000),1.00,5.35,1.53,
System.Collections.ContainsTrue<String>.Array(Size: 512),1.00,23.86,3.03,
